semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department
6,5.94,58.1,72.4,7,9.0,1,>8,12.1,Medium,<30,ME
5,5.92,34.6,54.3,4,23.1,3,<6,9.5,High,30-60,ME
1,3.15,33.3,61.4,7,3.0,0,<6,20.0,Low,>60,EE
2,5.12,35.4,60.6,8,4.6,1,<6,6.8,Low,30-60,ICT
0,6.41,65.9,83.0,-1,25.3,3,6-8,4.5,Low,30-60,ICT
6,8.66,73.3,85.3,0,21.2,4,<6,0.0,Medium,30-60,CE
3,5.39,46.3,63.6,6,8.6,1,6-8,8.6,Medium,30-60,ICT
0,8.37,63.2,87.0,-1,12.6,2,<6,1.5,Low,30-60,EC
0,6.79,88.0,88.2,-1,18.9,4,6-8,0.0,Low,>60,EC
7,6.47,58.3,70.1,0,9.4,2,6-8,8.2,Medium,<30,CE
6,8.19,65.5,79.3,5,18.4,3,6-8,4.4,Medium,<30,EC
2,6.02,55.0,71.5,3,19.4,2,<6,8.3,High,>60,EC
4,8.27,86.3,88.6,0,24.5,2,<6,0.1,Medium,<30,IT
4,5.15,48.2,75.4,8,8.1,1,6-8,14.3,Low,<30,ME
4,5.48,67.0,65.2,3,5.2,1,6-8,9.2,Medium,<30,ICT
2,7.03,58.2,71.4,2,17.2,2,<6,14.0,Medium,30-60,IT
3,6.16,69.2,76.1,1,11.4,1,>8,10.7,Medium,30-60,IT
1,5.8,54.9,86.8,7,20.1,2,<6,4.9,Medium,<30,EE
0,6.96,65.2,75.7,-1,16.9,3,>8,4.5,High,30-60,EC
1,5.21,54.3,69.0,6,8.3,1,>8,8.8,High,<30,EE
0,6.75,45.5,60.7,-1,3.0,1,<6,10.8,High,>60,EE
3,6.75,48.7,68.1,3,11.0,1,>8,10.3,Low,<30,ICT
5,6.29,56.8,70.9,1,13.3,1,6-8,11.2,Low,<30,IT
1,7.93,52.1,76.1,1,9.9,3,<6,13.7,Medium,<30,EC
4,7.05,91.0,86.2,0,23.5,4,<6,5.4,High,<30,ME
2,8.07,70.7,71.6,0,24.9,5,6-8,3.1,High,30-60,EC
1,7.59,73.4,81.2,1,14.2,5,6-8,5.7,Medium,>60,CE
1,6.03,65.7,86.8,3,11.1,3,<6,4.7,Low,30-60,EC
4,6.17,52.4,74.9,4,10.5,2,<6,10.2,High,>60,CE
1,5.6,54.1,82.0,6,6.7,1,<6,10.6,Medium,>60,EE
4,5.44,43.5,68.6,7,4.6,2,>8,11.5,Low,30-60,EE
1,5.3,45.5,54.7,1,12.7,1,<6,9.4,High,>60,ME
6,6.05,59.4,71.0,4,14.3,3,6-8,8.7,High,<30,ME
0,6.09,45.7,61.6,-1,9.6,0,>8,11.9,Medium,30-60,ME
3,7.05,68.4,69.3,1,11.5,3,<6,6.4,Low,<30,IT
6,6.12,45.2,63.4,1,8.7,3,6-8,9.9,Medium,>60,CE
5,6.5,39.0,76.3,3,17.0,1,6-8,10.1,Medium,30-60,EE
1,8.2,80.4,92.3,1,20.3,2,6-8,3.5,Low,30-60,EE
1,4.77,25.3,66.6,8,4.1,0,<6,17.2,Low,30-60,ME
4,5.86,38.5,62.0,6,13.7,1,<6,9.2,Medium,<30,ME
5,3.29,20.0,59.4,5,3.0,0,<6,19.7,Low,>60,EE
6,6.6,68.7,78.4,2,16.2,3,6-8,6.8,Low,30-60,EC
5,6.79,67.4,71.2,1,19.6,3,6-8,7.3,Medium,30-60,IT
6,5.02,51.9,63.1,5,8.5,0,<6,9.5,High,<30,CE
3,5.37,43.6,68.4,4,10.7,0,6-8,11.9,High,30-60,ICT
4,3.89,30.9,50.9,3,6.3,0,<6,12.5,Low,<30,ME
3,7.29,66.7,71.7,2,17.5,3,>8,7.3,Low,30-60,CE
6,6.35,59.0,84.6,6,12.4,2,<6,8.3,High,<30,IT
1,5.93,49.0,65.3,3,15.5,4,6-8,10.7,Medium,<30,EE
2,6.21,47.9,68.9,3,17.0,1,>8,10.9,Medium,30-60,EC
6,5.22,52.7,66.9,4,8.7,1,<6,4.0,High,>60,ME
5,7.41,70.2,80.6,1,17.5,3,<6,1.6,Low,30-60,CE
5,6.62,59.7,88.1,2,17.9,3,<6,6.5,Medium,>60,ME
0,8.36,50.0,89.4,-1,15.5,0,6-8,12.9,High,30-60,ME
4,5.76,47.9,62.6,8,8.8,1,>8,1.9,Medium,30-60,ICT
4,5.74,48.9,71.5,3,17.3,1,<6,12.2,Medium,<30,CE
6,8.34,69.3,80.1,0,17.2,4,6-8,9.1,Low,30-60,CE
3,7.4,63.3,66.5,0,25.5,2,6-8,1.9,Low,<30,IT
4,6.62,73.6,73.2,5,12.7,2,6-8,7.2,Medium,30-60,EC
2,9.83,78.5,87.4,0,24.4,4,>8,3.8,Low,<30,ME
6,8.15,81.0,81.6,0,23.2,5,6-8,5.1,Medium,<30,IT
7,6.58,61.5,71.2,2,12.4,1,6-8,13.0,Medium,30-60,ICT
3,6.02,63.1,68.2,3,13.5,1,6-8,9.0,High,>60,EC
3,5.9,57.4,75.0,4,11.1,1,<6,12.0,Medium,<30,ME
2,5.18,49.7,69.1,8,9.1,0,<6,10.2,Low,>60,CE
2,8.62,88.2,86.9,0,27.5,4,6-8,5.1,Medium,<30,EC
4,4.28,35.0,69.5,2,10.1,2,>8,6.2,High,30-60,ICT
1,6.95,88.2,79.6,1,21.3,5,>8,9.5,Low,30-60,CE
4,8.11,65.5,75.6,0,20.2,2,>8,8.3,Medium,<30,ICT
4,5.7,65.2,72.4,4,7.9,2,<6,5.1,Low,<30,EE
5,9.21,72.3,92.4,0,24.0,5,6-8,3.7,High,<30,IT
2,4.92,46.2,61.1,6,7.7,0,<6,11.5,Low,<30,ICT
5,6.08,67.0,77.0,3,16.5,3,6-8,8.9,Medium,30-60,ME
0,8.11,56.9,71.6,-1,13.2,1,<6,4.8,Low,<30,CE
4,6.63,60.3,74.3,0,27.6,3,6-8,5.0,Medium,>60,CE
6,8.01,67.3,78.5,2,19.0,3,<6,8.7,Medium,<30,IT
5,4.06,51.9,57.5,8,6.1,2,<6,14.0,Low,>60,CE
6,8.56,84.4,87.1,0,18.8,3,<6,5.2,Medium,>60,EC
1,6.92,63.8,77.7,2,19.0,3,6-8,4.5,High,<30,EE
5,4.62,44.3,62.1,2,11.0,0,>8,15.1,High,30-60,ME
3,7.6,52.8,65.6,8,14.0,3,>8,3.4,Low,30-60,ICT
2,5.44,46.4,72.4,7,15.2,0,<6,17.0,Medium,>60,ICT
3,7.35,40.6,65.0,4,11.7,3,<6,10.3,Medium,<30,CE
1,7.27,52.1,74.8,0,17.1,1,>8,6.9,High,<30,EE
5,6.17,72.9,85.6,4,18.3,1,6-8,11.2,Medium,30-60,EE
5,5.56,52.2,75.1,2,14.8,2,>8,12.4,Medium,<30,ME
1,4.13,28.9,49.3,5,11.7,2,<6,13.3,Medium,30-60,ME
4,5.95,72.8,61.4,2,16.3,2,<6,6.8,High,<30,IT
1,3.24,56.2,60.4,7,3.0,0,<6,13.9,Low,<30,EE
2,6.67,70.8,77.9,0,13.5,1,6-8,4.3,Medium,30-60,ME
0,5.6,41.9,65.1,-1,4.7,0,<6,13.1,High,>60,EE
5,6.06,45.2,85.2,3,20.4,2,6-8,5.7,Medium,30-60,IT
0,7.66,65.7,63.3,-1,14.5,2,6-8,10.3,High,<30,EE
2,6.86,61.4,82.6,2,10.2,3,<6,10.5,Medium,30-60,CE
2,7.7,67.5,89.8,0,21.5,3,6-8,0.0,High,30-60,ME
5,7.6,60.1,81.1,0,17.2,4,6-8,7.5,Medium,30-60,ME
3,4.04,31.7,59.0,7,4.4,0,<6,11.1,Medium,30-60,ME
4,6.08,65.7,68.6,3,18.7,2,<6,8.3,Low,>60,ME
2,9.18,88.3,98.6,0,18.1,5,6-8,0.0,Medium,<30,ME
4,5.93,65.7,74.0,0,11.8,1,<6,8.5,Low,<30,CE
1,6.62,43.6,72.1,2,7.9,1,6-8,14.7,Low,<30,IT
7,6.13,58.0,75.7,2,16.0,2,<6,7.9,Low,30-60,EE
4,6.73,55.0,74.3,4,8.3,3,6-8,6.5,Low,>60,EC
6,4.31,38.3,61.4,3,8.7,1,6-8,14.3,Medium,<30,CE
1,7.47,80.1,68.0,1,22.4,4,6-8,6.4,Low,<30,IT
4,7.64,66.2,74.1,3,20.6,2,6-8,6.4,Low,30-60,EC
5,5.3,43.1,79.5,6,8.1,1,6-8,13.2,Medium,30-60,EC
6,6.09,52.4,80.1,3,13.4,0,<6,12.6,Medium,30-60,EE
4,5.93,62.0,78.8,2,18.9,1,6-8,10.7,Low,>60,EC
0,8.52,32.6,63.6,-1,9.7,0,<6,8.5,Medium,30-60,ME
2,4.31,40.6,64.9,7,15.0,0,6-8,13.6,Low,<30,ICT
2,4.5,45.9,62.2,4,9.7,1,<6,11.5,Medium,30-60,IT
2,5.95,46.9,75.3,2,8.2,2,>8,7.8,Low,<30,EE
0,9.05,49.9,66.4,-1,10.4,2,<6,13.0,High,<30,EC
0,6.16,53.8,70.5,-1,7.0,0,6-8,10.0,Low,<30,ICT
4,6.1,70.1,72.1,0,11.3,2,>8,3.7,High,30-60,CE
5,7.58,88.2,95.3,0,20.1,1,6-8,4.8,Low,30-60,ICT
2,5.56,56.1,84.0,1,24.1,3,>8,1.5,Low,30-60,IT
5,7.78,74.1,94.0,0,17.5,4,6-8,5.6,Low,<30,EE
5,5.94,64.7,83.7,0,13.5,2,<6,6.9,Medium,<30,CE
3,8.71,79.5,87.0,0,19.7,3,6-8,0.0,Low,<30,ICT
4,7.88,69.9,77.7,1,12.8,3,>8,4.3,Medium,<30,ME
2,4.25,38.5,68.5,2,16.7,0,<6,9.6,Medium,30-60,ICT
3,6.49,56.8,69.3,6,19.1,1,<6,8.3,Medium,<30,ICT
4,5.15,32.2,71.5,4,7.1,1,6-8,10.9,Medium,<30,EC
3,5.36,49.9,76.6,1,15.1,2,>8,3.1,Low,<30,ME
4,7.17,47.3,79.5,5,14.7,5,6-8,7.4,Low,>60,ICT
5,6.93,54.2,85.8,2,16.6,2,<6,6.7,Medium,30-60,CE
7,5.66,53.8,80.5,2,17.4,1,>8,12.6,Medium,30-60,ICT
7,10.0,93.3,96.0,0,27.5,4,<6,2.2,Low,<30,EE
7,5.98,70.4,65.1,4,10.7,2,6-8,4.9,High,<30,EC
7,4.34,44.5,75.7,8,3.0,2,<6,17.9,Medium,<30,EE
2,8.58,61.3,81.2,0,17.3,3,6-8,2.5,Medium,30-60,CE
7,7.89,61.0,81.0,1,15.2,4,<6,7.5,Medium,<30,CE
2,6.32,74.3,81.2,3,18.4,1,6-8,4.3,High,<30,IT
6,6.15,52.5,81.7,4,11.3,0,>8,14.3,High,<30,EE
4,7.57,53.9,74.1,1,9.2,2,6-8,4.9,Low,30-60,EE
6,8.15,79.4,85.2,0,35.0,4,6-8,4.9,High,>60,CE
7,6.3,65.9,84.6,5,16.5,4,6-8,8.6,Medium,>60,ME
6,4.77,54.9,56.1,0,3.0,0,>8,12.7,Medium,30-60,ME
6,2.55,23.8,40.0,6,3.0,0,6-8,20.0,Medium,>60,EC
1,6.58,71.0,81.2,3,18.0,2,6-8,4.3,Medium,30-60,IT
6,5.05,27.4,62.8,1,13.6,2,<6,7.5,Low,<30,ICT
1,4.78,41.4,85.3,6,9.9,2,6-8,10.5,Medium,>60,ME
4,5.76,45.5,75.1,8,11.7,0,<6,6.8,Low,30-60,EC
4,6.22,55.4,67.7,3,8.6,0,>8,6.5,Medium,<30,ME
4,4.93,54.3,72.2,5,14.9,1,6-8,10.0,Low,30-60,ICT
5,5.1,59.6,65.7,1,12.3,2,<6,12.4,Medium,<30,IT
3,6.66,72.7,86.0,1,22.5,2,6-8,5.1,High,>60,ME
3,6.81,71.9,71.0,1,21.3,2,<6,14.6,Medium,<30,CE
5,5.29,52.9,70.7,4,7.6,0,>8,7.8,Medium,>60,EE
5,5.03,53.5,66.7,3,17.2,1,<6,13.2,Low,<30,ME
3,7.24,62.7,81.8,0,14.3,2,>8,8.3,High,>60,ME
0,7.68,66.7,82.1,-1,16.1,3,6-8,3.6,High,30-60,ME
2,7.03,60.5,81.7,0,26.0,2,6-8,2.4,Low,>60,IT
7,5.04,50.5,56.0,3,10.5,2,<6,11.0,Medium,>60,ICT
7,7.58,77.8,92.8,1,20.2,3,<6,1.0,Low,30-60,IT
5,4.22,41.5,82.4,4,6.8,0,6-8,8.8,High,30-60,IT
1,6.48,62.9,72.5,3,13.0,1,6-8,5.6,Low,<30,CE
0,7.27,70.0,85.7,-1,12.2,2,6-8,3.9,Low,<30,EE
7,4.2,43.3,65.6,5,9.5,0,<6,10.1,Medium,>60,IT
6,9.25,81.3,91.5,0,28.6,5,<6,1.4,Low,30-60,EC
3,7.65,77.2,85.7,0,21.0,4,<6,9.2,Low,<30,CE
5,6.95,64.4,87.2,2,12.7,2,>8,4.5,Low,30-60,ME
7,5.15,54.5,53.8,1,4.7,1,6-8,13.2,High,30-60,EE
1,7.16,53.8,66.9,6,10.0,3,<6,5.4,Medium,>60,IT
5,7.48,60.3,73.5,1,24.9,3,6-8,4.2,Medium,30-60,EE
7,5.11,43.3,62.0,1,7.9,0,6-8,17.2,High,<30,CE
6,6.28,63.3,86.4,3,11.7,1,<6,7.0,High,>60,EC
2,8.63,56.3,84.9,1,19.3,5,6-8,7.1,Low,30-60,IT
7,5.21,36.2,52.5,6,9.0,1,<6,12.5,Medium,>60,EC
1,6.87,63.4,81.2,8,19.8,3,<6,10.1,Low,<30,EE
1,5.85,37.7,61.4,5,6.7,1,>8,11.3,Low,<30,EC
0,5.84,40.2,64.5,-1,11.3,0,<6,12.6,Low,30-60,EC
1,5.84,46.8,77.8,5,11.7,2,<6,8.1,Low,<30,IT
6,7.3,64.6,73.4,4,26.1,2,6-8,5.8,Medium,>60,EE
2,5.58,59.4,68.2,4,17.4,0,6-8,10.3,Low,<30,IT
6,6.27,69.3,73.3,2,8.9,2,<6,6.2,Low,<30,CE
6,5.91,47.5,73.0,0,19.2,2,6-8,11.1,Low,30-60,CE
1,6.52,54.4,66.6,4,11.5,0,6-8,7.7,High,>60,IT
4,7.48,62.2,75.5,0,26.0,3,6-8,0.4,Medium,30-60,EE
5,4.88,49.3,69.7,5,11.9,2,<6,14.6,Medium,<30,ME
5,7.07,66.8,78.1,0,16.0,3,<6,11.3,Low,30-60,EE
1,7.28,59.3,69.5,0,13.8,2,<6,9.2,Low,>60,IT
2,5.28,68.3,53.6,2,6.0,2,>8,7.6,Low,>60,IT
4,5.94,46.5,56.4,7,9.6,1,>8,15.3,Medium,30-60,ICT
4,5.27,47.7,64.9,3,7.3,2,6-8,9.1,Low,<30,EE
6,5.73,42.9,69.9,7,11.4,1,>8,6.9,Medium,30-60,CE
0,5.34,58.7,81.6,-1,8.3,1,6-8,8.2,Low,<30,ME
4,6.87,51.8,87.7,3,17.5,3,<6,4.5,Low,<30,IT
6,5.79,57.6,64.0,4,11.3,1,6-8,10.4,Low,<30,EC
7,5.85,62.8,64.9,7,19.6,1,6-8,7.7,Medium,30-60,EE
1,5.41,59.9,83.0,2,15.3,1,<6,12.3,Medium,<30,CE
5,7.32,72.7,88.8,0,17.7,3,>8,9.4,Medium,<30,CE
0,6.29,56.2,86.3,-1,14.9,3,6-8,12.9,Medium,30-60,IT
3,4.78,41.5,73.4,8,14.2,0,>8,14.7,Medium,<30,CE
3,5.88,64.3,71.1,6,15.9,1,6-8,13.4,Medium,<30,ICT
3,7.6,69.1,75.7,0,20.7,4,6-8,2.1,High,<30,CE
5,4.8,50.3,69.6,5,3.0,0,>8,16.6,Low,<30,IT
0,7.34,70.0,67.9,-1,19.2,1,6-8,6.1,High,<30,ICT
7,6.29,49.9,75.0,5,17.9,2,<6,14.2,Low,30-60,EE
2,5.31,51.0,81.9,6,15.9,1,<6,7.5,Medium,<30,ME
1,8.3,69.3,89.8,0,25.2,4,6-8,2.5,Medium,30-60,CE
3,6.15,56.7,77.0,2,16.9,3,6-8,3.0,Medium,<30,ICT
4,9.28,74.8,91.4,0,13.3,5,6-8,4.6,Medium,<30,EC
0,8.64,57.7,82.4,-1,12.5,3,<6,13.4,Medium,30-60,CE
6,7.64,68.7,76.2,2,17.0,3,6-8,6.7,Low,30-60,IT
5,5.53,52.5,57.8,7,17.1,3,6-8,6.3,High,30-60,IT
4,5.62,55.6,68.2,6,13.6,1,6-8,7.9,High,30-60,IT
1,7.47,68.0,82.1,0,14.5,3,6-8,4.7,Medium,<30,ICT
7,6.66,63.4,85.1,4,8.7,1,6-8,2.6,Low,>60,CE
6,7.18,71.3,82.7,2,22.0,4,6-8,7.4,Low,<30,IT
2,8.2,59.2,77.8,1,13.2,3,<6,11.0,Medium,>60,CE
5,5.44,51.6,67.1,6,5.8,0,6-8,17.6,Low,<30,ME
1,5.33,45.7,66.3,5,4.2,1,6-8,15.6,Low,30-60,EE
1,7.63,65.6,84.3,1,16.7,3,6-8,5.0,Low,30-60,IT
3,3.95,34.5,68.2,8,7.4,0,>8,15.1,High,30-60,EE
5,7.53,56.8,79.8,1,14.2,3,6-8,10.9,Medium,<30,EC
7,6.4,59.4,68.4,2,14.4,1,>8,9.9,Medium,>60,EE
7,7.87,67.2,85.7,2,22.2,4,6-8,3.2,Low,30-60,IT
5,7.83,71.6,69.7,5,12.0,4,<6,15.5,High,<30,EC
6,5.64,39.1,73.8,8,11.4,2,<6,11.9,Medium,>60,ICT
4,5.3,43.4,78.7,3,12.1,3,<6,7.3,Medium,>60,EE
0,10.0,48.8,80.0,-1,15.4,1,6-8,13.7,Low,30-60,EE
1,6.91,63.0,71.0,2,21.8,1,<6,5.9,Low,<30,IT
7,3.97,32.7,62.2,4,3.0,0,6-8,11.8,Medium,30-60,CE
3,5.19,77.6,66.3,2,24.2,3,6-8,13.5,High,<30,EE
6,5.79,46.1,69.4,8,12.2,1,<6,15.5,Low,30-60,ICT
2,7.81,55.3,74.0,1,11.4,3,<6,7.4,Low,30-60,EE
4,6.43,73.7,71.0,2,18.0,3,6-8,10.9,Low,30-60,CE
1,3.93,31.6,63.7,6,3.3,0,>8,13.3,Low,<30,EC
6,5.62,68.0,65.8,1,20.8,2,<6,7.6,Low,30-60,ME
1,6.01,65.8,82.0,2,18.7,3,<6,10.8,Low,30-60,EC
5,7.27,61.8,83.6,0,7.6,3,6-8,3.1,Medium,<30,ICT
1,5.57,79.7,84.1,2,15.7,1,>8,11.0,Medium,>60,CE
6,5.09,39.4,77.9,5,7.2,0,>8,16.4,Low,<30,EE
4,4.55,37.9,69.5,4,9.9,2,6-8,8.2,Low,<30,EE
3,4.95,20.9,65.1,7,6.7,0,<6,10.5,High,<30,CE
2,6.85,64.5,80.5,1,22.9,2,<6,1.4,Low,>60,EE
5,6.82,53.6,77.4,2,7.6,2,6-8,3.0,Medium,30-60,ICT
0,8.55,55.5,88.9,-1,8.2,1,6-8,11.9,Low,30-60,IT
6,4.78,48.0,56.4,4,5.3,0,6-8,4.7,High,30-60,ME
6,6.41,62.5,70.9,2,13.8,3,<6,6.2,Medium,<30,ME
3,6.71,61.7,88.3,1,15.5,3,<6,9.8,Low,<30,EE
7,4.19,47.3,57.7,1,3.0,0,<6,10.8,Medium,<30,ICT
6,6.33,56.7,76.9,3,11.5,1,6-8,4.7,Medium,<30,EE
2,4.02,49.0,62.9,4,9.5,0,6-8,10.5,High,>60,CE
7,5.82,48.1,80.3,1,11.7,1,<6,5.5,High,<30,IT
0,7.56,48.5,68.6,-1,6.1,2,<6,10.2,Medium,<30,ME
5,6.7,61.5,84.9,3,15.8,2,<6,4.5,Medium,>60,IT
1,7.32,65.1,72.1,1,13.1,2,<6,9.6,Medium,>60,ME
7,8.22,90.6,95.6,1,17.7,2,6-8,4.6,Low,>60,IT
0,8.87,50.1,63.4,-1,12.3,1,6-8,8.8,Low,<30,EE
2,7.61,72.4,85.2,3,18.9,2,<6,1.4,Low,30-60,ME
4,6.24,56.6,61.2,5,16.0,1,<6,9.1,Low,<30,ME
4,4.6,44.4,64.4,2,16.5,0,<6,13.3,Medium,<30,EE
4,7.51,74.5,76.4,1,21.4,3,6-8,6.9,Medium,30-60,ME
5,8.41,65.2,73.2,1,19.6,4,6-8,0.6,Low,>60,ME
0,6.67,72.6,68.3,-1,14.1,3,>8,7.5,Medium,30-60,EE
4,7.2,53.3,57.3,2,13.5,2,6-8,6.0,Low,<30,ICT
4,5.55,48.4,64.7,3,7.0,1,<6,12.2,High,30-60,ME
1,8.34,55.2,83.8,1,19.7,4,<6,6.7,Low,<30,ME
5,7.42,65.9,79.8,1,20.1,3,6-8,5.1,Medium,<30,ME
5,9.45,85.3,96.1,0,22.9,5,6-8,0.9,Low,<30,EE
4,4.32,48.5,58.6,6,5.6,0,<6,16.9,Low,<30,ICT
2,7.67,61.7,82.3,0,22.6,3,6-8,5.3,Low,30-60,EC
3,7.09,66.5,91.0,0,20.2,3,<6,0.7,Medium,<30,ICT
2,5.28,53.8,79.0,2,13.9,2,6-8,4.9,Low,<30,EC
6,8.73,79.9,92.1,0,26.0,4,6-8,6.4,Low,30-60,CE
4,6.68,69.5,67.5,1,13.7,4,<6,7.8,Medium,30-60,EC
1,5.73,52.8,68.0,8,6.1,2,<6,12.0,Low,>60,EC
4,5.8,59.7,64.6,0,13.2,2,6-8,7.4,Low,30-60,IT
7,5.1,44.0,64.2,1,16.2,0,>8,9.4,Medium,30-60,ME
6,5.72,65.9,64.5,3,12.8,1,6-8,8.2,Low,30-60,CE
7,7.76,62.4,87.2,2,22.8,2,6-8,10.6,Low,<30,IT
7,7.61,81.9,93.6,0,12.7,4,<6,8.7,High,30-60,ME
1,6.06,43.3,77.8,2,19.7,2,6-8,7.0,High,<30,CE
5,5.53,42.1,70.0,7,10.6,0,>8,12.5,Low,<30,EE
5,6.8,61.5,82.9,2,12.7,4,6-8,7.8,Low,<30,ME
0,6.79,77.6,82.8,-1,23.2,4,6-8,6.3,Medium,30-60,ME
6,4.47,29.4,63.8,5,3.0,0,<6,10.6,High,<30,CE
1,5.58,67.6,79.9,2,15.5,2,<6,8.3,High,<30,ME
7,6.1,57.9,79.1,2,9.0,1,<6,7.0,Low,<30,IT
6,7.48,73.9,93.8,2,17.2,3,6-8,6.3,Low,<30,EE
6,6.51,61.2,65.6,2,16.6,2,6-8,10.8,Medium,30-60,EE
5,6.69,64.4,78.8,5,13.6,3,6-8,6.0,Low,30-60,EE
3,6.36,50.2,69.8,3,14.8,1,<6,6.5,Medium,<30,EC
6,6.66,69.4,78.4,5,4.9,3,6-8,5.4,Low,<30,EE
6,7.37,75.3,76.3,1,19.3,4,6-8,4.0,Low,>60,CE
0,7.21,51.6,80.0,-1,18.3,2,<6,8.3,Medium,30-60,ME
2,7.5,74.3,77.0,1,9.3,2,<6,9.8,Medium,<30,IT
2,5.27,43.0,59.8,7,9.2,0,>8,13.5,Low,30-60,IT
1,6.45,59.2,73.5,1,13.9,3,6-8,7.6,Medium,30-60,EC
7,3.9,29.4,59.7,3,5.5,0,<6,12.5,Medium,<30,ICT
4,6.46,55.9,64.0,1,11.5,2,<6,9.0,Low,>60,EE
4,6.45,56.2,62.3,3,11.9,1,6-8,5.4,High,>60,ME
3,7.02,61.4,84.5,0,23.6,4,6-8,4.3,Low,>60,ICT
6,4.92,36.5,67.4,2,18.7,0,6-8,11.6,Low,>60,ME
3,6.23,66.3,92.9,2,17.8,3,<6,14.6,Low,<30,EC
5,7.79,72.2,88.8,0,21.4,4,<6,6.5,Medium,30-60,IT
6,5.86,60.4,59.4,7,13.6,1,6-8,18.1,Low,30-60,ME
5,4.79,51.4,74.6,4,7.9,1,<6,7.8,Medium,30-60,ME
5,7.7,55.5,68.4,2,14.6,2,6-8,4.4,Medium,<30,ICT
6,5.52,51.9,60.7,4,3.7,1,6-8,10.3,Low,30-60,IT
4,5.37,61.0,55.4,3,12.9,1,>8,12.5,Low,30-60,IT
6,7.37,80.1,89.8,0,23.1,3,<6,7.6,Medium,>60,ME
0,7.16,95.5,93.2,-1,22.4,4,<6,8.1,Low,<30,ICT
2,5.63,41.3,63.8,3,10.9,1,6-8,13.7,Medium,30-60,EC
7,5.93,52.0,56.6,2,8.2,0,>8,10.1,Medium,<30,CE
1,5.66,40.9,69.6,3,13.5,1,6-8,11.1,Medium,>60,ICT
3,5.13,61.6,68.2,5,13.2,1,6-8,8.9,Low,30-60,IT
4,8.6,85.4,89.7,0,34.2,3,<6,0.0,High,30-60,IT
3,6.55,56.8,84.4,3,9.8,1,<6,10.5,Medium,30-60,ICT
6,6.6,48.7,68.2,2,13.7,1,6-8,6.5,Medium,<30,IT
5,8.64,76.6,90.4,0,26.7,4,<6,5.3,Low,30-60,EC
6,7.38,58.5,76.2,2,17.2,3,6-8,1.1,Medium,30-60,IT
7,7.18,60.5,79.8,1,21.4,3,6-8,2.4,High,30-60,CE
7,5.49,50.7,66.5,7,12.6,3,<6,15.2,Low,30-60,EC
7,5.72,58.4,79.9,4,18.4,0,>8,14.4,Low,<30,EE
4,4.95,40.5,83.6,5,17.9,0,6-8,11.9,Low,<30,ICT
2,7.55,73.8,69.5,0,16.8,3,6-8,1.1,Low,>60,CE
5,8.04,79.5,88.5,0,27.4,3,<6,4.3,Medium,30-60,CE
7,5.66,39.1,82.7,1,4.5,3,6-8,14.6,Medium,30-60,EE
7,5.98,47.3,80.8,3,17.1,1,>8,8.3,Medium,<30,ME
4,5.93,65.6,86.3,5,15.4,0,6-8,7.0,Low,>60,IT
5,4.71,51.4,58.9,3,6.3,1,6-8,11.9,Low,<30,EE
2,6.59,57.6,68.7,3,12.0,1,6-8,8.5,Low,>60,ME
1,8.44,70.8,84.6,1,20.6,4,6-8,4.6,Medium,>60,EC
5,4.85,47.9,56.9,1,12.2,2,>8,9.2,Low,30-60,CE
2,5.8,57.2,71.2,3,16.3,1,6-8,12.9,Low,<30,EC
3,4.78,34.9,58.8,7,13.0,1,<6,8.9,Low,>60,CE
4,5.91,67.4,75.2,1,18.7,2,6-8,8.2,Medium,30-60,ME
7,5.8,51.5,63.8,7,12.2,2,>8,11.8,Low,<30,EC
7,4.88,38.9,65.5,6,10.0,1,<6,8.3,High,<30,ME
2,7.73,58.8,81.5,0,23.4,2,6-8,2.9,Medium,<30,CE
1,7.68,70.9,78.2,0,20.2,2,6-8,7.6,Medium,30-60,IT
2,4.49,50.4,63.4,4,8.7,2,<6,12.4,High,<30,IT
4,6.12,48.3,73.4,1,12.6,1,<6,6.0,Low,<30,ME
6,6.35,48.5,74.4,3,10.0,2,<6,5.2,High,30-60,EC
4,3.87,34.7,48.9,8,11.9,0,<6,13.8,Low,30-60,EC
7,4.97,52.8,70.1,6,9.0,0,<6,12.9,Low,30-60,EC
5,8.11,83.5,96.6,0,17.8,3,6-8,3.9,Medium,<30,EC
4,4.96,43.4,64.6,7,15.8,1,6-8,11.4,Low,30-60,EC
6,8.16,77.6,84.0,0,19.4,5,>8,0.8,Low,30-60,ICT
7,5.02,37.9,70.8,1,7.6,0,<6,7.8,Low,30-60,IT
2,6.79,72.9,78.3,2,17.3,3,<6,4.6,Medium,30-60,ME
2,7.9,53.1,68.6,6,10.9,0,<6,9.7,High,>60,EE
2,6.78,66.6,73.3,2,9.1,3,6-8,11.2,High,<30,ME
4,8.41,82.0,86.1,0,21.9,4,<6,0.0,Medium,<30,ME
3,5.35,34.3,58.6,3,12.2,1,>8,4.7,High,30-60,CE
2,6.58,53.2,76.9,3,19.4,4,<6,3.5,Medium,>60,ICT
5,7.01,56.8,91.9,5,14.0,4,<6,1.1,Low,30-60,CE
2,10.0,100.0,100.0,0,31.4,5,6-8,0.0,Medium,30-60,EC
6,5.36,36.4,62.4,4,8.4,0,6-8,9.9,High,<30,ME
