semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department,performance_score,performance_category
0,8.34,33.6,68.1,-1,9.6,2,>8,6.4,Low,<30,EE,57.91,Average
7,3.82,28.6,59.0,8,11.2,0,>8,15.2,Low,<30,ICT,21.7,At Risk
4,8.48,72.1,90.2,0,20.5,4,6-8,7.2,Medium,<30,CE,80.56,Excellent
4,7.4,74.9,84.5,1,16.9,4,<6,2.3,High,>60,ICT,67.95,Good
2,7.49,66.3,76.2,0,20.9,3,<6,7.7,Medium,30-60,ME,66.69,Good
3,3.04,50.2,62.9,6,7.5,1,<6,15.8,Medium,<30,ME,28.73,At Risk
6,8.45,73.0,79.8,0,21.6,3,6-8,5.7,Low,<30,ME,74.62,Good
7,5.83,48.6,72.4,2,3.8,1,6-8,13.3,Low,30-60,ME,45.92,Average
1,5.83,46.2,83.5,4,9.3,2,>8,4.6,High,<30,CE,51.25,Average
2,6.02,41.4,66.2,5,12.1,2,6-8,10.4,Low,>60,ICT,41.0,Below Average
1,8.44,67.4,95.6,4,21.2,5,<6,11.0,Medium,<30,ICT,72.54,Good
3,6.26,50.7,71.2,2,11.4,2,6-8,6.4,Medium,>60,EE,52.79,Average
4,6.63,68.3,79.9,0,15.1,3,6-8,0.0,High,<30,ICT,68.68,Good
5,7.08,66.0,66.7,4,11.5,2,6-8,4.5,Low,<30,IT,54.44,Average
6,7.08,65.8,79.5,3,8.5,1,<6,13.5,Low,>60,ME,50.41,Average
4,5.0,51.1,58.7,3,13.8,1,<6,10.9,Medium,<30,EC,41.61,Below Average
4,8.83,91.5,86.1,0,21.4,5,6-8,3.6,High,<30,EE,85.17,Excellent
4,4.21,32.4,74.6,3,9.2,0,6-8,18.8,High,30-60,EE,36.44,Below Average
7,7.2,67.2,81.0,2,18.9,4,<6,9.3,Low,>60,IT,61.23,Good
5,6.46,84.2,79.8,2,20.0,2,6-8,5.9,Low,30-60,EC,63.58,Good
6,7.51,66.5,83.5,1,24.3,4,6-8,2.5,Medium,<30,CE,74.8,Good
5,8.02,68.0,79.1,0,23.5,3,<6,0.0,Medium,>60,EE,70.57,Good
7,5.91,56.5,78.3,6,17.8,0,<6,7.0,Low,30-60,ICT,43.33,Average
6,6.74,54.7,67.6,1,17.4,4,<6,10.6,Low,<30,ME,57.34,Average
3,7.68,74.0,87.4,0,19.2,5,6-8,5.0,Low,30-60,ME,75.86,Good
6,6.12,62.0,78.3,2,6.1,2,<6,6.3,High,30-60,ME,52.87,Average
3,4.92,41.6,69.4,3,9.1,1,<6,8.8,High,30-60,ICT,39.82,Below Average
6,6.28,58.8,60.8,5,18.8,1,6-8,15.0,Low,<30,CE,45.08,Average
7,4.48,51.6,55.8,5,12.6,0,<6,13.2,Low,30-60,ME,30.09,At Risk
5,7.31,73.1,79.5,4,9.4,4,6-8,4.2,Medium,<30,ICT,64.76,Good
5,7.58,66.8,80.1,0,16.5,2,6-8,3.0,Low,>60,ICT,66.02,Good
1,5.96,64.2,70.7,3,20.0,1,<6,10.2,High,<30,ME,51.18,Average
2,4.06,37.6,58.8,2,3.0,0,<6,15.4,Low,>60,EC,28.17,At Risk
4,8.06,75.4,63.2,0,15.6,3,<6,5.2,Medium,<30,ME,66.67,Good
0,7.59,39.1,64.9,-1,8.3,0,6-8,13.0,Medium,>60,ME,51.19,Average
6,4.99,45.5,56.1,4,3.0,0,6-8,13.6,Medium,<30,ME,35.85,At Risk
3,5.31,64.7,73.9,4,20.4,2,6-8,10.9,Low,30-60,EE,50.28,Average
5,6.95,57.5,60.9,0,14.5,2,6-8,11.5,Medium,30-60,CE,57.39,Average
6,7.65,59.0,79.4,1,15.1,3,<6,4.4,High,<30,EE,64.76,Good
4,6.22,72.3,79.6,3,18.2,2,6-8,2.4,High,<30,EE,61.55,Good
6,9.09,83.6,82.2,0,31.7,5,<6,6.7,Medium,30-60,CE,82.42,Excellent
5,6.36,62.2,90.0,4,20.9,2,<6,4.3,Medium,<30,EC,60.47,Good
3,7.46,73.7,91.1,0,20.0,3,<6,2.6,Medium,>60,EC,72.03,Good
6,8.29,72.3,89.8,0,28.5,1,6-8,6.8,Low,30-60,EE,74.22,Good
5,4.82,50.8,65.9,5,9.7,2,<6,12.7,High,>60,ME,35.91,At Risk
1,6.68,55.5,70.9,2,18.9,1,<6,9.3,Medium,<30,EE,54.75,Average
6,9.35,89.4,92.1,0,23.0,5,6-8,0.0,Medium,<30,EE,90.62,Excellent
5,6.34,58.8,80.9,5,14.7,0,<6,10.2,Low,30-60,ME,46.08,Average
2,5.44,45.4,64.9,1,17.2,1,6-8,13.7,Low,30-60,CE,46.84,Average
6,6.83,58.2,73.2,1,24.2,3,6-8,6.3,Low,<30,EE,63.75,Good
3,5.32,54.8,74.9,3,18.8,1,6-8,6.1,Low,<30,EE,51.25,Average
4,5.16,62.4,76.0,2,15.1,2,<6,11.9,Low,30-60,EE,49.38,Average
3,5.57,40.7,71.0,2,16.0,1,6-8,12.6,Low,<30,IT,47.92,Average
5,8.19,83.5,86.1,0,23.8,3,<6,5.0,Medium,<30,EE,77.64,Excellent
4,6.39,65.1,78.4,0,16.6,3,6-8,8.1,Medium,30-60,EE,65.14,Good
3,5.35,49.8,68.2,5,18.0,1,<6,13.7,Medium,<30,EE,42.35,Below Average
0,6.02,54.7,80.4,-1,5.6,0,6-8,16.2,Medium,30-60,ME,53.74,Average
4,9.32,94.8,86.3,0,31.0,5,6-8,1.5,Low,30-60,IT,88.01,Excellent
5,7.29,72.5,73.0,1,10.7,3,6-8,7.2,Low,<30,EE,64.01,Good
1,7.09,49.6,78.4,2,13.5,2,>8,7.4,Medium,30-60,CE,57.79,Average
2,5.61,52.5,58.5,5,13.4,1,<6,13.5,High,<30,IT,38.43,Below Average
6,7.35,62.6,70.0,2,21.0,2,<6,12.6,Medium,<30,ME,59.04,Good
4,8.36,83.6,88.9,0,24.9,5,6-8,9.5,Medium,30-60,EE,82.44,Excellent
3,5.95,56.3,90.7,5,9.7,1,>8,8.5,High,30-60,EE,50.19,Average
7,7.15,58.3,81.5,4,16.3,3,>8,4.3,Medium,>60,CE,58.49,Average
6,4.72,50.9,65.1,8,3.3,1,6-8,15.1,Low,<30,EE,31.06,At Risk
0,8.5,100.0,87.1,-1,24.0,4,>8,7.7,Medium,<30,ICT,83.96,Excellent
6,7.2,63.4,69.9,2,19.9,2,6-8,10.0,Medium,30-60,IT,60.2,Good
1,6.89,59.3,69.5,4,12.6,2,<6,12.0,Medium,30-60,CE,50.06,Average
1,7.07,49.4,80.4,2,16.3,1,<6,2.6,Low,30-60,EE,55.41,Average
0,8.57,63.2,70.0,-1,11.3,1,6-8,3.1,Medium,30-60,CE,65.9,Good
4,5.92,55.8,79.8,0,14.3,1,6-8,8.0,Medium,<30,IT,60.37,Good
5,2.95,31.0,65.6,6,3.0,0,<6,14.1,Medium,>60,EE,20.97,At Risk
6,5.8,68.9,82.0,1,18.7,5,6-8,7.9,Low,30-60,EE,64.92,Good
0,6.95,64.5,78.3,-1,20.9,2,6-8,11.6,Low,30-60,ME,63.61,Good
1,8.15,59.7,79.2,2,14.5,4,6-8,9.0,Low,<30,EC,66.67,Good
5,5.42,49.3,77.6,2,22.0,2,<6,7.0,High,<30,EE,53.49,Average
4,4.98,59.3,59.2,7,6.2,0,>8,7.4,Medium,<30,IT,34.91,At Risk
0,6.04,62.4,73.7,-1,14.8,2,<6,3.2,Medium,<30,EC,60.13,Good
7,4.44,33.6,71.1,4,5.4,0,<6,12.1,High,30-60,EC,32.56,At Risk
6,6.67,56.7,77.8,4,17.7,1,6-8,0.2,Medium,30-60,EC,56.59,Average
3,3.93,36.1,54.2,5,7.7,0,6-8,14.0,Medium,30-60,EC,28.3,At Risk
4,8.27,65.9,68.6,0,17.5,5,6-8,2.4,Low,>60,EC,69.3,Good
3,6.87,70.4,73.2,1,22.8,3,6-8,7.1,Medium,<30,EC,67.4,Good
3,6.0,59.8,72.5,8,15.4,0,>8,17.7,High,<30,ME,39.37,Below Average
4,6.77,69.5,72.8,3,13.4,2,6-8,2.7,Medium,>60,EC,57.75,Average
3,6.28,65.1,67.9,4,17.1,2,6-8,5.0,Low,>60,EE,50.68,Average
5,5.23,49.0,72.8,5,9.6,0,<6,12.0,High,30-60,EE,37.57,Below Average
3,3.28,26.7,54.4,8,10.9,0,<6,11.6,Medium,30-60,EE,18.29,At Risk
5,6.55,71.6,76.8,0,21.6,2,<6,6.3,Low,30-60,EE,61.94,Good
2,6.51,57.5,65.0,4,13.8,0,<6,9.8,High,30-60,IT,43.92,Average
1,7.35,62.6,79.1,1,23.2,3,6-8,5.9,High,>60,EC,65.86,Good
0,7.54,52.2,78.5,-1,10.6,2,<6,9.7,Medium,>60,EE,59.2,Good
4,5.44,61.6,62.4,2,10.1,0,<6,9.1,Low,<30,ICT,43.75,Average
7,9.01,97.0,83.5,0,21.8,4,6-8,7.9,High,<30,CE,83.51,Excellent
3,7.13,72.2,70.2,2,20.0,2,<6,7.3,Medium,30-60,IT,59.66,Good
2,2.22,20.0,42.4,8,3.0,0,<6,17.0,Medium,<30,EC,8.28,At Risk
0,9.81,52.9,63.6,-1,8.2,1,<6,5.5,High,30-60,EC,60.98,Good
4,5.55,37.5,61.4,5,6.9,1,<6,6.5,Medium,<30,CE,37.63,Below Average
7,5.68,47.1,71.1,5,9.6,2,>8,9.5,Low,>60,CE,40.73,Below Average
7,6.53,52.4,79.1,2,9.7,2,>8,1.3,Low,>60,EC,53.87,Average
1,7.01,63.7,75.0,2,11.9,2,6-8,5.6,Medium,>60,IT,58.86,Average
6,6.6,72.7,69.2,0,16.0,2,6-8,3.0,Medium,>60,IT,62.44,Good
1,7.32,71.4,82.1,0,19.8,4,<6,5.9,Medium,30-60,CE,70.47,Good
6,7.71,71.0,88.2,0,20.3,2,6-8,7.1,Medium,30-60,ICT,72.98,Good
6,7.7,70.4,77.9,2,17.1,2,>8,6.0,Medium,<30,EE,65.75,Good
0,7.73,52.0,56.5,-1,18.4,4,<6,5.2,Medium,>60,EC,58.94,Average
2,8.37,96.1,88.7,2,23.3,3,6-8,3.8,High,30-60,EC,77.96,Excellent
0,9.31,49.9,79.7,-1,15.8,2,6-8,12.4,Medium,30-60,ICT,69.35,Good
4,6.16,78.2,62.5,3,21.3,0,<6,7.3,Low,>60,ICT,47.62,Average
0,7.57,26.2,70.0,-1,3.0,0,>8,14.0,Low,30-60,EC,47.06,Average
5,7.51,69.1,87.7,0,16.7,4,6-8,1.6,Low,<30,EC,74.64,Good
4,6.22,48.4,82.6,3,11.2,3,6-8,10.8,Medium,<30,IT,57.22,Average
3,10.0,96.3,100.0,0,27.1,5,6-8,0.0,High,30-60,EC,94.81,Excellent
3,6.39,46.8,71.8,4,17.0,2,6-8,10.3,Low,<30,IT,50.57,Average
7,6.31,55.4,79.9,2,20.5,1,<6,7.3,Low,30-60,EE,53.89,Average
1,7.26,64.9,94.9,1,21.2,3,6-8,2.8,Low,>60,EE,70.22,Good
5,5.02,37.7,67.7,4,10.1,0,6-8,8.4,Medium,>60,ME,38.38,Below Average
5,6.35,53.1,81.1,1,14.1,1,6-8,1.9,High,>60,ICT,57.39,Average
5,6.11,61.5,80.9,1,10.8,1,<6,8.8,Low,30-60,CE,53.58,Average
3,5.42,51.6,76.2,5,12.7,3,6-8,10.3,Low,<30,ME,48.4,Average
2,7.55,87.2,85.7,0,20.3,2,<6,0.0,Low,30-60,ICT,71.63,Good
5,5.91,45.9,66.7,7,5.9,1,6-8,10.4,High,<30,IT,38.7,Below Average
7,6.85,59.3,85.2,1,19.4,2,<6,4.7,High,<30,EE,63.63,Good
7,8.28,89.1,85.9,0,28.3,3,<6,3.5,High,>60,IT,76.42,Excellent
4,5.97,58.4,75.2,5,13.6,2,<6,14.1,Medium,>60,ICT,45.44,Average
3,6.34,62.3,61.0,2,18.0,3,6-8,9.3,Low,>60,EC,52.43,Average
3,8.29,91.8,95.3,0,23.0,4,6-8,0.8,Low,30-60,IT,83.72,Excellent
6,7.07,56.9,59.6,0,21.1,3,<6,2.3,Medium,>60,ICT,58.55,Average
2,5.84,48.6,61.2,3,14.8,0,6-8,13.0,Medium,30-60,ICT,44.06,Average
4,7.23,63.3,79.8,0,20.3,3,6-8,5.9,Medium,<30,CE,70.7,Good
3,5.94,49.9,66.2,4,15.7,0,6-8,11.3,High,30-60,ICT,43.92,Average
6,4.08,20.0,69.2,5,4.1,0,6-8,11.5,Low,>60,ME,26.95,At Risk
2,8.7,72.6,90.4,0,26.8,4,6-8,7.5,Low,<30,IT,80.96,Excellent
5,4.75,60.0,67.9,4,6.5,1,6-8,13.3,Medium,>60,CE,40.9,Below Average
4,8.85,94.8,99.2,0,26.4,4,6-8,0.1,Medium,<30,CE,91.53,Excellent
2,5.49,52.0,70.7,6,4.7,1,<6,8.4,High,30-60,EE,37.6,Below Average
2,9.27,90.6,91.2,0,30.1,5,6-8,0.0,Medium,>60,ME,89.31,Excellent
6,4.41,50.1,71.2,7,15.0,1,6-8,12.6,Medium,>60,EC,36.24,Below Average
4,6.98,66.4,94.6,0,21.6,2,6-8,2.6,Low,<30,ICT,72.69,Good
4,6.99,71.2,77.4,1,18.3,0,<6,10.0,Medium,<30,ICT,60.38,Good
7,6.99,56.2,85.9,0,15.7,4,6-8,10.6,Medium,30-60,IT,68.45,Good
3,8.15,71.3,87.0,2,27.5,3,6-8,10.9,High,30-60,ME,71.87,Good
6,5.94,63.9,77.5,3,8.6,0,6-8,7.8,High,>60,EC,49.19,Average
5,5.21,52.5,73.1,3,3.0,0,<6,13.1,Low,>60,EC,37.54,Below Average
4,5.55,66.8,65.7,1,19.1,1,6-8,7.9,Medium,<30,ICT,56.28,Average
0,7.48,58.3,79.8,-1,21.0,3,<6,8.1,High,30-60,CE,65.2,Good
7,5.28,62.3,81.0,1,16.3,1,6-8,9.0,Medium,<30,EE,58.41,Average
2,6.84,63.4,76.1,1,13.8,3,<6,9.7,Low,<30,EE,59.6,Good
3,6.43,51.1,75.2,4,18.6,2,>8,8.7,Medium,<30,CE,53.91,Average
6,6.39,61.1,64.7,4,6.8,2,6-8,13.8,Medium,30-60,EC,48.05,Average
4,6.56,58.8,75.2,1,15.6,2,6-8,6.2,Low,30-60,CE,58.63,Average
0,6.57,52.8,69.8,-1,12.0,1,>8,13.3,Medium,<30,CE,55.71,Average
7,5.07,58.8,70.1,4,14.0,1,6-8,8.2,Medium,30-60,EE,46.82,Average
0,6.1,74.6,85.8,-1,15.7,2,6-8,8.1,Low,>60,CE,63.13,Good
0,6.05,66.1,67.5,-1,10.7,1,6-8,10.7,Medium,<30,EC,57.25,Average
2,5.84,53.4,75.3,1,18.4,2,6-8,9.1,Medium,30-60,ME,57.45,Average
4,7.71,75.2,75.9,2,11.2,2,6-8,7.8,High,<30,ME,64.29,Good
7,7.69,73.3,99.8,0,14.5,5,<6,4.1,Low,>60,EC,74.65,Good
7,5.99,67.7,73.8,4,17.1,3,6-8,11.0,Medium,30-60,EC,55.46,Average
5,7.6,58.4,86.5,1,13.6,3,6-8,3.5,Low,>60,IT,65.5,Good
5,6.46,47.2,70.2,6,11.7,3,<6,4.6,Low,<30,EE,45.78,Average
5,6.28,61.9,73.8,3,10.8,3,6-8,8.7,Low,30-60,ICT,54.1,Average
5,6.15,53.0,69.4,1,12.1,3,<6,15.9,Low,>60,IT,48.95,Average
6,6.92,56.5,73.4,2,16.8,3,<6,6.0,High,<30,ICT,58.53,Average
2,7.17,49.1,66.6,3,17.2,1,<6,10.4,Medium,<30,IT,51.44,Average
2,7.44,85.2,80.5,0,17.9,5,6-8,6.4,High,<30,ME,76.49,Excellent
3,6.41,56.8,65.6,3,8.1,1,6-8,10.8,Medium,>60,ICT,47.53,Average
0,7.96,36.4,68.1,-1,3.5,0,<6,17.0,Medium,<30,IT,50.92,Average
7,10.0,82.0,98.7,0,30.1,5,>8,0.6,Low,30-60,ICT,90.42,Excellent
5,5.88,59.9,73.5,2,14.5,2,<6,6.0,High,>60,EC,51.08,Average
2,8.5,75.6,80.4,0,20.8,4,<6,0.4,Low,>60,EC,72.56,Good
2,8.96,75.7,87.6,0,17.9,4,6-8,10.4,High,>60,EE,76.61,Excellent
7,8.15,72.9,84.0,0,23.3,2,6-8,5.6,Low,<30,ICT,73.93,Good
6,6.03,57.7,71.1,4,10.7,3,6-8,14.8,Medium,>60,IT,49.15,Average
3,8.02,61.2,68.9,3,20.2,2,<6,5.7,Medium,>60,CE,57.44,Average
1,4.54,41.8,55.6,4,3.0,0,<6,7.3,High,>60,EE,28.65,At Risk
0,5.48,71.3,94.5,-1,26.1,4,6-8,9.3,Medium,<30,EC,73.3,Good
5,6.0,36.4,78.9,4,11.4,1,>8,8.5,Low,30-60,IT,44.6,Average
6,6.44,54.1,70.6,2,19.5,3,6-8,6.1,Medium,>60,IT,57.33,Average
1,5.94,57.3,73.9,2,9.0,1,6-8,3.2,High,30-60,EC,52.7,Average
0,8.14,51.4,71.7,-1,10.6,1,<6,8.2,Medium,>60,CE,57.71,Average
3,5.35,46.1,73.6,5,15.5,1,6-8,12.8,Low,30-60,CE,42.21,Below Average
5,8.47,71.3,79.7,0,22.3,5,6-8,0.2,Medium,<30,ICT,80.7,Excellent
7,7.53,62.0,89.7,3,15.0,3,6-8,1.2,Low,<30,CE,67.08,Good
6,6.73,68.4,78.6,4,21.6,2,6-8,6.3,Low,30-60,CE,58.16,Average
5,6.25,53.8,75.6,6,15.8,1,<6,10.5,High,30-60,ICT,44.09,Average
6,7.63,71.6,86.9,1,21.9,5,6-8,4.8,High,30-60,CE,74.96,Good
3,5.55,58.2,78.1,4,11.0,1,6-8,3.3,Low,>60,EC,47.73,Average
2,9.22,59.8,84.7,0,20.7,4,6-8,7.3,High,>60,ICT,75.19,Good
1,6.29,72.0,71.6,1,17.1,3,6-8,2.3,Low,<30,EC,63.11,Good
1,7.03,71.8,76.6,0,22.0,4,6-8,8.1,Low,30-60,ICT,68.64,Good
7,6.43,58.5,67.6,3,21.1,1,<6,11.0,Low,>60,ICT,47.2,Average
7,6.89,45.8,79.2,0,17.8,1,>8,4.5,Medium,30-60,CE,60.49,Good
0,8.93,70.8,73.1,-1,25.1,3,>8,2.6,Low,>60,EE,71.21,Good
3,9.04,92.4,95.4,0,26.0,5,6-8,0.4,Low,<30,ME,89.91,Excellent
3,8.06,78.0,85.5,1,23.8,4,<6,4.5,High,<30,EE,74.85,Good
5,7.84,69.0,88.0,3,24.3,3,6-8,4.8,Medium,30-60,EE,70.79,Good
2,6.98,58.3,73.4,0,19.9,2,>8,7.1,Medium,>60,CE,61.17,Good
2,4.9,54.9,70.3,5,11.5,1,6-8,8.3,High,>60,IT,40.8,Below Average
6,6.71,62.7,84.8,5,8.5,5,6-8,8.9,Low,30-60,EE,57.83,Average
7,5.62,54.0,69.1,4,11.0,1,6-8,11.0,Medium,30-60,ICT,46.0,Average
1,6.94,69.5,75.5,1,18.6,3,6-8,12.9,Medium,<30,EC,65.77,Good
2,6.72,73.4,84.9,2,18.7,3,6-8,9.6,Low,<30,EC,65.77,Good
3,3.41,35.8,43.8,7,7.5,0,>8,10.6,Medium,<30,EC,20.79,At Risk
5,6.43,67.9,79.7,0,14.3,2,<6,5.5,High,<30,ICT,62.39,Good
1,6.83,62.2,65.5,0,13.7,0,6-8,8.4,Medium,>60,EC,55.42,Average
3,5.93,57.3,76.8,2,18.5,3,6-8,8.6,Low,>60,ME,55.43,Average
6,7.37,68.8,83.9,4,20.8,2,<6,9.6,Medium,<30,EC,61.63,Good
2,4.98,54.6,65.0,1,12.4,1,<6,19.6,Medium,<30,EE,45.2,Average
0,5.41,49.5,67.4,-1,8.4,1,6-8,8.9,Medium,30-60,IT,50.8,Average
7,7.17,74.8,83.6,1,20.6,3,6-8,7.5,High,30-60,EC,69.16,Good
6,7.14,56.5,84.6,3,19.3,1,6-8,6.2,High,>60,EC,58.37,Average
5,6.85,62.1,68.8,3,17.4,1,<6,7.5,High,30-60,ICT,51.59,Average
0,6.68,64.2,68.9,-1,6.8,1,6-8,9.1,Low,30-60,EE,55.38,Average
7,6.93,58.7,60.4,2,17.8,2,>8,6.0,High,<30,EC,55.0,Average
2,4.28,38.9,57.6,8,3.2,0,<6,13.6,Medium,<30,CE,23.5,At Risk
2,7.17,54.8,77.0,1,17.3,5,>8,4.5,Medium,30-60,ICT,66.3,Good
4,9.04,83.4,87.4,0,31.7,4,6-8,2.1,High,<30,EE,86.28,Excellent
7,5.76,35.8,63.5,6,7.6,1,>8,11.5,High,<30,EE,36.11,Below Average
7,5.64,51.8,77.3,5,10.4,1,<6,9.2,Low,<30,EE,43.59,Average
4,7.01,55.2,80.4,2,13.0,1,6-8,11.8,Medium,>60,EE,56.41,Average
7,8.09,77.0,80.4,0,26.1,4,<6,2.4,High,30-60,EC,74.6,Good
3,6.47,57.1,69.5,1,10.5,1,<6,8.7,Medium,30-60,ICT,52.32,Average
0,6.86,57.9,61.2,-1,3.0,1,<6,7.6,Medium,<30,EC,52.61,Average
2,6.4,61.2,70.8,2,13.8,2,6-8,7.4,Medium,<30,ICT,58.06,Average
2,6.05,46.1,66.1,3,12.2,0,<6,8.5,Low,30-60,ICT,41.65,Below Average
6,5.35,57.0,64.9,1,6.2,0,6-8,3.6,Low,30-60,ICT,46.66,Average
1,5.77,57.8,73.4,3,20.5,0,6-8,11.7,Medium,30-60,IT,50.92,Average
1,4.48,63.4,58.5,5,11.7,0,6-8,15.0,High,30-60,CE,35.74,At Risk
4,6.6,38.0,68.4,6,18.5,1,6-8,12.2,Low,<30,ME,43.65,Average
1,7.31,60.6,73.0,3,18.6,2,6-8,8.3,Low,30-60,EE,57.41,Average
4,6.08,68.7,79.2,2,19.0,2,6-8,6.8,Low,<30,CE,60.45,Good
0,5.55,55.9,71.6,-1,11.7,1,<6,14.5,Medium,<30,ME,51.97,Average
5,6.62,66.3,67.0,1,16.1,4,>8,8.7,Low,>60,EE,57.42,Average
7,6.07,56.5,79.2,6,16.2,2,<6,13.5,Medium,<30,IT,48.48,Average
6,7.38,54.9,76.1,2,22.8,3,6-8,6.9,High,>60,ICT,61.63,Good
0,6.73,76.0,83.7,-1,15.1,3,6-8,3.5,Medium,30-60,CE,70.41,Good
4,6.11,56.0,61.3,6,11.8,2,<6,8.1,Low,<30,CE,41.21,Below Average
1,7.52,72.4,85.0,1,21.4,4,6-8,8.2,Medium,<30,EC,74.27,Good
0,5.0,68.5,70.5,-1,10.5,1,6-8,9.0,Medium,<30,EE,55.65,Average
4,8.91,73.1,79.7,0,18.8,3,6-8,10.4,Medium,<30,EE,76.19,Excellent
4,5.64,42.7,73.7,5,16.4,1,6-8,17.3,Medium,<30,EC,45.07,Average
0,7.46,54.0,73.6,-1,13.0,3,6-8,9.3,High,30-60,ICT,62.79,Good
3,6.75,65.6,66.3,0,19.2,2,<6,10.0,Medium,>60,IT,57.39,Average
2,4.0,52.1,61.0,3,3.0,0,<6,12.5,Medium,30-60,CE,33.43,At Risk
3,7.27,64.9,72.7,2,22.7,3,6-8,2.5,Medium,<30,EC,66.84,Good
2,6.57,46.2,66.5,3,15.6,3,<6,12.8,Low,>60,CE,46.32,Average
6,4.63,42.8,49.2,7,3.2,1,6-8,12.5,High,<30,ME,27.62,At Risk
3,1.9,20.0,51.9,4,3.5,0,>8,12.6,Medium,<30,IT,19.57,At Risk
2,5.85,55.8,75.8,3,9.3,2,>8,11.4,High,<30,EC,50.76,Average
0,8.89,61.4,79.7,-1,18.9,5,6-8,0.0,Medium,>60,ME,76.72,Excellent
6,7.93,73.5,87.6,1,16.7,5,>8,0.0,Medium,>60,EE,74.67,Good
5,5.99,48.8,73.7,3,12.9,0,>8,7.5,Low,30-60,ME,45.97,Average
3,6.01,49.4,69.2,3,16.5,1,6-8,5.2,Medium,>60,CE,49.51,Average
3,5.38,47.7,71.4,7,13.1,1,<6,11.5,Medium,>60,EE,36.11,Below Average
6,4.98,50.8,71.2,4,3.0,0,<6,15.1,Medium,30-60,EE,37.07,Below Average
3,4.61,41.9,61.5,1,3.2,1,6-8,9.0,High,30-60,CE,41.0,Below Average
3,6.73,71.7,84.8,2,17.6,4,<6,2.0,Medium,<30,IT,67.79,Good
0,7.29,73.0,74.1,-1,12.0,2,6-8,3.8,Medium,30-60,EE,66.35,Good
7,6.94,72.5,75.9,1,13.9,3,6-8,7.9,High,<30,EC,65.28,Good
3,5.74,25.5,73.3,5,6.9,1,6-8,8.0,Medium,>60,ICT,39.27,Below Average
2,6.42,72.3,79.7,3,13.5,2,6-8,4.0,Medium,30-60,EE,60.38,Good
4,3.54,46.7,56.8,8,5.5,0,6-8,12.2,Low,<30,EE,23.84,At Risk
4,6.92,68.1,84.7,1,20.5,3,6-8,8.1,Low,<30,EE,67.95,Good
3,5.92,55.7,75.5,3,15.3,2,<6,7.5,High,30-60,IT,50.6,Average
7,4.22,37.3,58.1,4,14.8,0,>8,8.5,Medium,<30,EC,35.49,At Risk
3,8.67,91.5,96.0,0,21.9,4,6-8,3.8,Medium,30-60,ME,86.04,Excellent
7,4.6,22.8,72.1,6,8.4,1,>8,13.2,High,>60,ME,29.92,At Risk
6,7.48,74.7,89.2,1,27.6,2,>8,7.5,High,30-60,EC,70.82,Good
7,7.26,60.8,76.0,2,14.0,3,6-8,8.3,Medium,30-60,CE,62.21,Good
2,4.74,30.8,57.8,4,9.8,2,<6,14.2,High,<30,EE,33.88,At Risk
0,7.61,60.8,82.1,-1,20.0,2,6-8,6.9,Medium,>60,ICT,67.61,Good
3,4.06,35.9,63.0,8,12.6,0,<6,10.4,Medium,>60,EE,24.28,At Risk
2,3.89,20.0,50.9,5,3.0,0,<6,15.2,Medium,>60,EC,18.95,At Risk
0,5.0,46.7,56.0,-1,11.9,1,<6,10.4,Medium,30-60,ICT,43.47,Average
0,5.96,71.4,67.4,-1,11.5,1,<6,7.1,High,<30,EC,55.19,Average
1,6.98,67.9,81.3,2,15.5,5,>8,1.8,High,<30,ME,68.01,Good
3,6.91,55.3,82.4,3,9.5,1,<6,4.7,Medium,>60,CE,53.18,Average
7,6.66,56.2,82.7,4,16.9,3,6-8,5.9,Medium,<30,IT,60.81,Good
5,4.91,59.7,62.8,3,10.4,1,<6,14.6,Low,30-60,ICT,39.05,Below Average
3,5.59,52.6,74.3,3,20.3,2,6-8,13.0,Low,30-60,EE,50.4,Average
6,4.8,41.4,64.3,2,10.1,2,<6,7.2,Medium,<30,IT,44.17,Average
4,5.38,51.7,59.4,2,11.1,1,6-8,11.7,Medium,30-60,EE,45.19,Average
3,4.59,53.4,66.2,8,15.5,2,<6,10.4,Low,>60,CE,31.69,At Risk
1,8.04,67.0,82.7,2,18.4,2,6-8,11.0,Low,<30,EC,66.23,Good
7,5.78,60.2,69.8,2,19.7,2,>8,6.6,High,<30,CE,54.91,Average
5,5.53,39.9,74.0,5,17.0,2,>8,11.3,Low,30-60,EC,42.73,Below Average
3,5.91,75.4,81.3,0,15.7,3,<6,6.6,Low,<30,ICT,63.3,Good
3,5.19,49.0,86.7,5,11.6,2,6-8,9.8,Low,<30,EE,48.83,Average
6,4.64,39.0,68.3,3,8.6,2,6-8,10.8,High,<30,IT,43.02,Average
1,6.5,58.3,82.2,3,18.3,2,6-8,11.6,Low,30-60,ME,56.48,Average
3,6.01,67.1,68.9,0,14.7,2,<6,3.3,High,30-60,IT,56.84,Average
0,6.32,53.4,84.2,-1,27.0,2,<6,6.6,Low,30-60,ME,61.63,Good
0,5.91,67.6,64.4,-1,18.5,2,6-8,2.4,Medium,>60,CE,58.7,Average
4,6.44,71.8,68.1,2,14.6,2,<6,9.8,Medium,<30,ME,56.25,Average
