last_sem_spi,internal_assessment_avg,attendance_percentage,total_backlogs,pyq_solving_frequency,study_hours_weekly,sleep_category,gaming_hours_weekly,assignment_delay_count,department,travel_time_category,extra_curricular_level,sleep_score,travel_score,extra_score,ps,performance_category
8.48,59.6,37.6,0,0,9.8,>8,23.5,2,ICT,30-60,Low,0.8,0.7,0.3,43.15,Average
4.2,65.0,55.1,0,0,46.1,6-8,3.3,2,EC,30-60,Medium,1.0,0.7,0.7,51.81,Average
3.53,37.4,34.0,2,3,19.4,6-8,17.3,0,ICT,>60,Medium,1.0,0.4,0.7,29.45,At Risk
8.57,83.4,34.4,1,5,49.3,6-8,9.8,1,EE,<30,Low,1.0,1.0,0.3,78.81,Good
1.45,67.2,59.0,0,0,21.3,>8,6.0,1,CE,30-60,Low,0.8,0.7,0.3,35.22,At Risk
4.57,65.8,96.8,2,5,21.6,<6,25.0,1,EC,30-60,Low,0.3,0.7,0.3,55.42,Average
4.33,89.2,67.4,1,2,21.9,6-8,16.8,3,EC,30-60,Low,1.0,0.7,0.3,55.33,Average
3.56,67.7,88.3,1,0,29.8,<6,14.6,0,ME,>60,Low,0.3,0.4,0.3,47.58,Average
9.21,85.7,95.0,3,3,27.1,6-8,18.5,3,IT,30-60,Medium,1.0,0.7,0.7,78.01,Good
7.76,47.2,26.9,1,1,39.0,<6,23.0,2,ME,30-60,Medium,0.3,0.7,0.7,39.68,At Risk
1.58,44.4,33.0,2,3,36.5,6-8,27.2,0,EE,30-60,Low,1.0,0.7,0.3,25.36,At Risk
7.43,61.0,43.3,0,3,29.3,<6,4.3,1,ICT,>60,Low,0.3,0.4,0.3,58.12,Average
5.75,60.5,69.3,0,5,6.8,6-8,20.1,2,ME,<30,Medium,1.0,1.0,0.7,55.66,Average
9.11,43.6,24.9,1,2,31.5,6-8,26.1,3,ICT,>60,Medium,1.0,0.4,0.7,46.19,Average
3.82,72.0,82.9,0,1,27.7,6-8,19.3,1,EE,>60,Medium,1.0,0.4,0.7,56.73,Average
6.17,31.8,25.1,1,2,47.6,6-8,8.7,3,EC,30-60,Medium,1.0,0.7,0.7,37.97,At Risk
5.51,71.4,32.7,3,5,31.9,6-8,5.1,2,EC,30-60,Low,1.0,0.7,0.3,53.45,Average
5.41,57.4,50.5,3,1,46.1,6-8,10.2,3,IT,30-60,Medium,1.0,0.7,0.7,44.12,Average
5.1,71.3,64.6,2,2,7.6,6-8,10.3,1,CE,<30,Low,1.0,1.0,0.3,46.81,Average
2.85,58.6,90.5,1,0,6.4,6-8,25.0,1,ME,30-60,Medium,1.0,0.7,0.7,36.2,At Risk
7.8,88.6,97.1,0,1,29.3,>8,23.1,1,ICT,<30,High,0.8,1.0,1.0,78.38,Good
5.06,50.1,90.8,1,0,17.8,6-8,29.6,0,ME,>60,Medium,1.0,0.4,0.7,45.43,Average
9.63,89.0,28.6,1,2,39.3,6-8,7.1,1,ME,30-60,Medium,1.0,0.7,0.7,76.34,Good
3.35,33.9,70.5,0,4,47.7,<6,21.6,2,EE,30-60,Low,0.3,0.7,0.3,40.1,Average
7.14,71.0,55.3,1,0,12.0,6-8,14.5,1,CE,30-60,Medium,1.0,0.7,0.7,51.98,Average
9.47,57.3,30.1,1,4,46.5,>8,26.7,1,ICT,30-60,Low,0.8,0.7,0.3,62.9,Average
6.97,79.3,64.4,2,4,33.7,6-8,27.4,2,EE,<30,Medium,1.0,1.0,0.7,65.48,Average
8.84,77.4,48.5,0,3,36.0,<6,18.6,2,EC,>60,High,0.3,0.4,1.0,71.2,Good
8.45,78.0,47.7,1,1,18.3,6-8,2.4,4,CE,>60,High,1.0,0.4,1.0,62.14,Average
4.24,35.7,27.6,1,2,27.2,6-8,2.0,2,ME,>60,Medium,1.0,0.4,0.7,31.81,At Risk
6.4,79.3,98.3,2,5,40.7,6-8,23.5,1,CE,<30,Medium,1.0,1.0,0.7,78.45,Good
2.41,42.8,78.1,3,4,40.8,<6,9.2,0,EC,30-60,Medium,0.3,0.7,0.7,40.59,Average
5.82,31.5,42.4,1,0,39.5,>8,21.5,3,CE,<30,High,0.8,1.0,1.0,29.4,At Risk
3.07,43.1,93.4,4,0,35.2,6-8,20.3,1,IT,<30,Low,1.0,1.0,0.3,30.42,At Risk
7.69,58.8,95.8,0,3,23.6,6-8,7.1,1,EE,>60,Low,1.0,0.4,0.3,72.83,Good
5.75,74.5,84.8,0,3,21.2,<6,9.8,0,ICT,30-60,Low,0.3,0.7,0.3,64.77,Average
4.7,43.1,72.7,3,2,6.6,6-8,2.7,0,CE,30-60,High,1.0,0.7,1.0,39.74,At Risk
3.42,36.8,50.1,0,5,45.4,<6,28.6,1,IT,<30,Medium,0.3,1.0,0.7,39.09,At Risk
9.99,68.8,54.7,0,2,38.0,6-8,2.3,1,CE,30-60,Low,1.0,0.7,0.3,76.78,Good
1.65,89.0,56.4,1,0,22.6,<6,22.6,0,EE,30-60,Low,0.3,0.7,0.3,37.41,At Risk
1.39,66.1,95.9,1,4,7.4,<6,21.6,0,ME,>60,Medium,0.3,0.4,0.7,44.94,Average
2.96,71.5,80.8,3,0,16.0,6-8,23.2,1,CE,>60,Low,1.0,0.4,0.3,37.68,At Risk
9.74,63.7,43.4,1,4,35.4,<6,20.3,3,IT,<30,Medium,0.3,1.0,0.7,61.98,Average
9.81,76.9,70.0,0,0,39.3,>8,14.1,1,IT,>60,Medium,0.8,0.4,0.7,77.4,Good
6.89,88.5,67.5,1,2,46.8,6-8,9.9,2,EE,>60,Low,1.0,0.4,0.3,75.28,Good
8.92,62.6,85.0,1,5,38.2,6-8,20.2,1,EE,30-60,Medium,1.0,0.7,0.7,80.62,Good
2.93,55.0,27.6,2,4,34.4,6-8,7.3,1,ME,30-60,High,1.0,0.7,1.0,40.54,Average
9.75,81.6,76.1,1,2,46.5,<6,28.7,1,CE,>60,Low,0.3,0.4,0.3,77.57,Good
2.29,88.2,46.5,0,5,20.8,6-8,17.6,1,EE,<30,Medium,1.0,1.0,0.7,55.81,Average
1.91,37.8,30.4,0,5,43.2,6-8,14.2,1,EE,>60,High,1.0,0.4,1.0,39.8,At Risk
2.01,64.7,78.5,0,2,38.2,6-8,21.3,5,ME,30-60,Low,1.0,0.7,0.3,42.3,Average
6.16,77.5,46.5,1,0,24.1,6-8,9.5,3,ICT,30-60,Low,1.0,0.7,0.3,48.96,Average
8.03,62.0,78.4,1,0,31.0,6-8,24.0,3,EC,>60,Low,1.0,0.4,0.3,56.6,Average
4.3,54.6,33.0,2,3,13.8,>8,25.6,1,EE,30-60,Medium,0.8,0.7,0.7,31.87,At Risk
9.8,69.3,98.9,1,2,9.2,6-8,15.3,2,CE,<30,High,1.0,1.0,1.0,73.52,Good
4.91,46.2,84.3,0,5,17.9,<6,18.6,2,EC,30-60,Low,0.3,0.7,0.3,48.85,Average
2.35,50.9,43.1,0,3,19.1,6-8,3.3,4,IT,>60,High,1.0,0.4,1.0,35.59,At Risk
5.19,89.5,79.2,1,1,29.5,6-8,25.3,0,ICT,<30,High,1.0,1.0,1.0,65.38,Average
7.11,68.2,30.9,1,2,11.3,<6,7.5,0,IT,>60,High,0.3,0.4,1.0,50.67,Average
8.49,82.4,72.3,1,3,11.7,6-8,0.8,0,ME,30-60,Low,1.0,0.7,0.3,76.08,Good
5.13,78.5,24.8,1,1,7.7,6-8,2.0,2,ICT,<30,Medium,1.0,1.0,0.7,42.06,Average
6.34,69.1,46.7,1,2,49.3,<6,27.9,0,IT,>60,Medium,0.3,0.4,0.7,57.35,Average
3.41,80.4,98.3,1,2,22.6,6-8,10.3,2,ICT,<30,Medium,1.0,1.0,0.7,59.26,Average
6.81,47.2,29.7,0,1,12.7,>8,9.3,1,ME,>60,High,0.8,0.4,1.0,41.89,Average
9.87,68.2,67.8,3,0,47.7,6-8,19.9,3,EE,30-60,High,1.0,0.7,1.0,65.52,Average
1.44,65.4,25.6,1,1,8.5,6-8,17.7,1,IT,<30,Low,1.0,1.0,0.3,20.68,At Risk
8.98,67.3,73.6,1,5,8.1,6-8,20.7,2,IT,>60,Medium,1.0,0.4,0.7,71.07,Good
6.06,40.1,42.3,0,4,50.0,6-8,12.8,2,EC,30-60,Medium,1.0,0.7,0.7,54.03,Average
3.27,46.6,44.8,0,2,25.7,6-8,23.6,2,ICT,<30,Low,1.0,1.0,0.3,30.68,At Risk
9.59,47.2,47.0,0,4,25.0,6-8,26.4,2,IT,<30,High,1.0,1.0,1.0,60.66,Average
5.35,66.1,36.4,2,1,18.7,>8,4.4,1,ICT,<30,Medium,0.8,1.0,0.7,40.88,Average
3.99,88.4,95.3,1,0,27.8,6-8,3.5,0,IT,>60,Low,1.0,0.4,0.3,65.73,Average
2.63,87.2,92.5,2,4,40.6,6-8,28.7,1,CE,30-60,Medium,1.0,0.7,0.7,64.61,Average
3.2,43.6,89.6,2,5,45.1,>8,3.1,1,CE,<30,High,0.8,1.0,1.0,55.44,Average
8.5,48.3,28.5,3,3,36.8,<6,14.4,3,EC,<30,Medium,0.3,1.0,0.7,41.92,Average
6.53,32.2,38.7,0,3,9.5,6-8,14.3,0,IT,<30,Medium,1.0,1.0,0.7,39.25,At Risk
9.22,53.9,69.0,2,2,19.6,<6,27.3,3,ME,<30,High,0.3,1.0,1.0,49.86,Average
3.09,80.1,97.6,3,2,47.9,6-8,11.2,3,ICT,>60,Low,1.0,0.4,0.3,59.2,Average
2.09,84.9,68.4,1,0,24.7,<6,14.0,1,IT,<30,High,0.3,1.0,1.0,42.43,Average
1.05,44.2,46.2,0,0,45.5,6-8,23.9,1,EC,30-60,Medium,1.0,0.7,0.7,26.87,At Risk
5.57,45.9,85.4,2,5,36.3,6-8,10.4,4,ICT,<30,Low,1.0,1.0,0.3,53.59,Average
9.98,43.3,30.8,1,3,13.8,6-8,1.9,0,CE,30-60,Low,1.0,0.7,0.3,55.29,Average
7.25,51.0,90.5,0,0,46.2,6-8,1.0,1,ME,30-60,Low,1.0,0.7,0.3,65.63,Average
3.78,78.3,98.0,2,5,34.9,6-8,21.9,1,EE,30-60,High,1.0,0.7,1.0,69.71,Average
8.89,68.8,97.4,0,3,9.6,<6,24.0,3,IT,30-60,High,0.3,0.7,1.0,68.06,Average
8.04,77.2,31.8,0,4,22.2,6-8,0.4,2,ICT,>60,Low,1.0,0.4,0.3,68.59,Average
1.14,65.0,64.0,0,3,47.0,<6,25.8,3,CE,<30,Low,0.3,1.0,0.3,37.57,At Risk
8.35,45.5,66.8,0,0,38.9,<6,14.8,6,IT,30-60,Low,0.3,0.7,0.3,44.21,Average
3.7,43.7,35.6,0,0,19.0,<6,0.9,2,EC,30-60,High,0.3,0.7,1.0,25.98,At Risk
2.35,30.5,63.7,0,3,37.0,6-8,16.7,1,EE,>60,Low,1.0,0.4,0.3,36.17,At Risk
3.04,76.9,71.7,1,1,21.2,<6,3.3,1,EE,30-60,Medium,0.3,0.7,0.7,46.99,Average
5.22,80.8,46.3,2,1,9.2,>8,9.9,6,EC,<30,Low,0.8,1.0,0.3,35.7,At Risk
4.82,76.1,45.3,1,0,26.9,>8,5.1,2,ICT,>60,Medium,0.8,0.4,0.7,48.06,Average
3.6,34.5,24.8,1,3,12.0,6-8,16.1,3,EE,30-60,High,1.0,0.7,1.0,22.07,At Risk
2.55,75.7,96.5,2,1,22.1,<6,16.8,1,EE,30-60,Medium,0.3,0.7,0.7,45.67,Average
7.86,32.7,84.3,1,2,24.8,>8,27.2,1,ICT,>60,Low,0.8,0.4,0.3,49.57,Average
9.91,36.3,80.8,1,4,23.8,<6,4.1,3,EC,>60,High,0.3,0.4,1.0,63.47,Average
8.0,56.4,21.7,2,4,31.0,>8,15.0,1,CE,>60,Low,0.8,0.4,0.3,52.21,Average
3.66,58.6,69.9,3,3,25.9,6-8,17.4,1,EE,<30,Low,1.0,1.0,0.3,41.44,Average
3.2,79.0,34.5,0,1,10.0,>8,11.6,1,EE,<30,Low,0.8,1.0,0.3,37.57,At Risk
2.96,70.8,72.9,1,3,36.2,6-8,2.9,2,ME,<30,High,1.0,1.0,1.0,56.65,Average
2.23,39.2,69.7,1,0,23.6,>8,25.4,1,IT,>60,Low,0.8,0.4,0.3,23.98,At Risk
5.96,43.6,88.2,1,0,33.5,>8,14.4,1,EC,<30,Medium,0.8,1.0,0.7,47.73,Average
6.45,47.1,40.4,0,2,7.7,<6,9.9,1,EC,30-60,Medium,0.3,0.7,0.7,38.68,At Risk
7.35,37.4,22.2,1,0,14.3,6-8,0.4,2,EC,>60,Medium,1.0,0.4,0.7,33.83,At Risk
7.12,47.3,93.1,2,3,17.1,6-8,27.0,5,EE,30-60,High,1.0,0.7,1.0,49.7,Average
3.63,73.7,92.7,2,4,45.1,<6,24.5,4,EE,30-60,High,0.3,0.7,1.0,56.58,Average
3.97,44.5,56.5,0,4,8.2,>8,4.6,2,ICT,<30,Medium,0.8,1.0,0.7,39.45,At Risk
7.13,80.1,26.2,3,1,38.6,6-8,7.1,0,IT,>60,Low,1.0,0.4,0.3,56.92,Average
4.15,58.2,59.8,0,0,11.9,>8,11.6,2,IT,<30,Low,0.8,1.0,0.3,34.55,At Risk
2.91,49.4,61.9,1,1,24.9,6-8,16.4,1,CE,>60,Medium,1.0,0.4,0.7,36.43,At Risk
4.37,54.7,85.7,0,0,17.5,6-8,14.1,0,ME,30-60,Low,1.0,0.7,0.3,46.63,Average
3.45,72.6,77.4,1,4,38.0,>8,23.0,1,CE,<30,High,0.8,1.0,1.0,59.32,Average
1.79,61.0,25.7,0,4,7.1,<6,28.6,2,CE,<30,Low,0.3,1.0,0.3,21.35,At Risk
8.47,30.4,76.4,1,5,20.4,<6,12.4,2,EC,30-60,Medium,0.3,0.7,0.7,53.99,Average
8.68,85.3,30.9,0,2,48.3,6-8,3.0,0,IT,>60,High,1.0,0.4,1.0,81.62,Good
2.98,34.0,27.2,0,4,18.3,6-8,26.8,2,IT,<30,Medium,1.0,1.0,0.7,23.98,At Risk
1.58,86.3,51.9,2,0,38.1,6-8,25.3,1,IT,30-60,High,1.0,0.7,1.0,41.89,Average
7.65,31.7,26.2,0,4,48.2,6-8,26.4,1,ICT,>60,Medium,1.0,0.4,0.7,51.59,Average
2.9,76.3,86.3,3,4,14.2,>8,13.3,1,IT,<30,Medium,0.8,1.0,0.7,50.51,Average
4.54,62.1,57.1,1,4,30.5,>8,10.1,2,EC,>60,High,0.8,0.4,1.0,55.2,Average
1.58,60.3,67.0,0,3,10.9,6-8,28.5,5,IT,30-60,Medium,1.0,0.7,0.7,31.03,At Risk
3.04,34.4,66.1,1,5,33.4,6-8,21.1,0,EE,<30,Medium,1.0,1.0,0.7,42.39,Average
8.14,44.3,98.2,1,1,21.2,>8,11.0,1,EE,<30,High,0.8,1.0,1.0,59.01,Average
8.24,76.7,93.3,1,3,23.5,6-8,3.5,1,ICT,<30,Medium,1.0,1.0,0.7,79.33,Good
2.86,83.5,87.9,0,2,26.6,6-8,8.1,1,EC,<30,Low,1.0,1.0,0.3,60.19,Average
4.02,61.7,50.7,3,5,42.9,>8,2.3,3,ICT,30-60,Low,0.8,0.7,0.3,49.21,Average
2.21,51.2,31.6,0,5,30.5,6-8,23.7,2,CE,>60,Medium,1.0,0.4,0.7,38.49,At Risk
1.67,33.6,67.3,2,0,43.6,6-8,3.2,0,EE,>60,Medium,1.0,0.4,0.7,31.4,At Risk
9.93,70.9,55.2,0,3,49.1,>8,1.2,3,ICT,<30,High,0.8,1.0,1.0,80.55,Good
6.9,46.7,38.0,0,0,33.0,<6,3.8,2,IT,30-60,Medium,0.3,0.7,0.7,41.28,Average
5.88,33.3,27.8,0,2,36.7,6-8,27.2,1,IT,<30,High,1.0,1.0,1.0,36.79,At Risk
7.89,70.0,54.9,2,5,24.9,6-8,3.6,0,ME,>60,Low,1.0,0.4,0.3,71.55,Good
8.56,59.1,72.1,1,1,28.0,6-8,10.2,3,IT,<30,Low,1.0,1.0,0.3,58.06,Average
8.26,30.7,70.0,0,0,47.0,6-8,11.1,0,EC,30-60,Low,1.0,0.7,0.3,55.41,Average
1.15,36.7,81.9,2,1,41.9,>8,1.4,1,CE,30-60,Medium,0.8,0.7,0.7,32.79,At Risk
2.68,72.0,57.3,0,2,27.0,<6,17.5,0,IT,>60,Low,0.3,0.4,0.3,44.98,Average
6.89,33.8,45.7,0,5,10.9,<6,29.2,4,EC,>60,High,0.3,0.4,1.0,37.82,At Risk
4.38,82.0,63.1,1,1,8.6,6-8,16.6,2,IT,<30,High,1.0,1.0,1.0,48.31,Average
9.84,48.7,98.0,0,2,31.4,6-8,3.0,2,ICT,<30,High,1.0,1.0,1.0,75.98,Good
6.99,35.3,23.6,4,4,25.7,<6,0.2,0,ME,<30,High,0.3,1.0,1.0,35.86,At Risk
9.61,75.6,62.3,3,5,35.0,>8,12.0,1,IT,30-60,Low,0.8,0.7,0.3,76.43,Good
2.81,61.5,46.3,2,2,28.1,<6,14.2,0,CE,<30,Low,0.3,1.0,0.3,32.35,At Risk
8.78,48.4,28.4,0,2,27.7,6-8,18.3,1,ME,<30,Low,1.0,1.0,0.3,50.21,Average
3.89,54.4,54.8,1,1,34.4,6-8,21.0,0,CE,30-60,High,1.0,0.7,1.0,43.6,Average
9.91,31.3,71.3,1,0,21.7,6-8,13.7,3,EE,>60,Medium,1.0,0.4,0.7,49.63,Average
2.42,69.8,62.3,0,4,8.3,6-8,12.7,3,CE,>60,Low,1.0,0.4,0.3,44.82,Average
5.65,51.9,22.3,3,3,27.1,>8,7.5,2,CE,<30,Medium,0.8,1.0,0.7,35.4,At Risk
8.14,72.8,66.3,0,5,15.1,<6,10.2,0,ICT,>60,Medium,0.3,0.4,0.7,74.0,Good
4.89,67.7,38.6,2,3,44.1,>8,1.7,1,IT,>60,Low,0.8,0.4,0.3,54.02,Average
5.21,69.1,47.3,0,0,38.2,<6,3.9,0,IT,30-60,Low,0.3,0.7,0.3,50.1,Average
9.88,77.6,45.0,1,0,39.5,6-8,22.5,4,EE,<30,High,1.0,1.0,1.0,63.27,Average
4.83,67.9,88.7,1,4,28.1,>8,3.7,4,IT,<30,Medium,0.8,1.0,0.7,60.27,Average
6.44,55.1,23.8,2,2,29.4,6-8,12.6,2,EE,30-60,Medium,1.0,0.7,0.7,41.72,Average
1.49,53.4,47.8,1,0,14.8,6-8,14.4,1,ICT,>60,Low,1.0,0.4,0.3,23.29,At Risk
8.58,37.2,51.6,2,4,35.2,<6,0.1,1,EC,<30,Low,0.3,1.0,0.3,52.13,Average
6.83,76.8,69.5,1,0,34.9,<6,22.7,1,EC,>60,Low,0.3,0.4,0.3,56.62,Average
4.64,75.7,83.1,0,5,29.5,6-8,15.5,3,ICT,<30,High,1.0,1.0,1.0,68.38,Average
1.15,44.8,78.2,0,2,34.9,6-8,1.5,0,IT,>60,Medium,1.0,0.4,0.7,44.63,Average
6.33,81.8,80.2,3,5,48.8,6-8,13.4,0,ME,30-60,Medium,1.0,0.7,0.7,79.72,Good
1.11,65.3,35.4,2,0,48.2,6-8,1.6,3,ME,<30,Low,1.0,1.0,0.3,28.32,At Risk
1.01,58.7,92.9,1,4,48.1,6-8,23.4,1,ICT,<30,Medium,1.0,1.0,0.7,51.42,Average
6.54,31.0,53.1,0,2,9.3,>8,25.8,4,ME,30-60,Medium,0.8,0.7,0.7,30.71,At Risk
2.7,53.0,20.9,1,2,41.1,6-8,18.4,0,EE,>60,Medium,1.0,0.4,0.7,35.73,At Risk
2.73,68.4,73.4,2,5,45.9,6-8,27.7,1,EC,30-60,Low,1.0,0.7,0.3,55.19,Average
6.88,35.4,68.3,1,0,43.6,<6,21.4,1,EC,30-60,Low,0.3,0.7,0.3,40.59,Average
1.48,57.6,30.1,2,1,18.8,6-8,23.4,1,IT,30-60,Medium,1.0,0.7,0.7,20.58,At Risk
3.82,89.6,96.8,2,1,24.1,>8,11.5,2,CE,30-60,High,0.8,0.7,1.0,60.5,Average
2.34,73.0,64.9,1,5,11.8,>8,0.8,1,ICT,30-60,Low,0.8,0.7,0.3,50.93,Average
6.22,62.8,57.5,0,5,31.8,6-8,6.8,4,EC,<30,High,1.0,1.0,1.0,63.3,Average
6.96,62.0,51.8,1,1,5.8,6-8,18.4,4,IT,30-60,Medium,1.0,0.7,0.7,41.92,Average
7.49,32.6,36.8,2,0,37.7,<6,3.0,1,CE,<30,Low,0.3,1.0,0.3,32.78,At Risk
3.3,87.4,96.2,1,0,12.8,6-8,17.0,1,CE,<30,Low,1.0,1.0,0.3,52.14,Average
1.8,85.7,76.2,1,5,39.4,6-8,27.8,3,CE,<30,Medium,1.0,1.0,0.7,57.63,Average
1.71,70.9,65.4,0,0,20.1,6-8,18.4,2,CE,30-60,High,1.0,0.7,1.0,38.6,At Risk
4.84,35.9,70.5,3,3,49.7,6-8,27.2,1,EC,<30,Low,1.0,1.0,0.3,40.78,Average
9.51,42.5,87.2,3,3,23.4,>8,8.0,1,ICT,<30,Low,0.8,1.0,0.3,59.37,Average
2.96,41.0,70.9,0,4,41.9,<6,1.0,2,EC,>60,Medium,0.3,0.4,0.7,47.2,Average
3.31,61.2,29.2,1,4,14.4,6-8,26.6,0,EC,<30,Low,1.0,1.0,0.3,35.33,At Risk
1.91,42.5,75.8,3,5,28.2,>8,29.1,1,ICT,>60,High,0.8,0.4,1.0,36.8,At Risk
6.45,71.7,65.2,2,2,36.6,>8,19.6,0,ICT,<30,Low,0.8,1.0,0.3,58.4,Average
7.12,62.7,97.3,2,4,28.5,<6,21.5,1,EC,<30,Low,0.3,1.0,0.3,62.22,Average
6.79,31.1,78.7,1,4,38.6,6-8,20.5,2,ICT,30-60,Low,1.0,0.7,0.3,52.71,Average
8.75,74.6,47.5,1,3,33.7,<6,28.3,2,CE,>60,Medium,0.3,0.4,0.7,63.24,Average
5.38,41.3,30.8,2,1,34.5,6-8,0.3,2,ME,<30,Medium,1.0,1.0,0.7,34.17,At Risk
2.21,79.5,58.6,0,4,11.4,6-8,2.9,2,ME,<30,Low,1.0,1.0,0.3,49.55,Average
3.6,51.3,74.3,2,4,42.6,6-8,12.4,5,ICT,<30,High,1.0,1.0,1.0,46.19,Average
6.96,50.3,34.2,1,4,8.1,6-8,21.8,2,EE,>60,Low,1.0,0.4,0.3,43.12,Average
6.52,30.7,72.0,2,4,16.9,<6,14.3,2,IT,>60,Medium,0.3,0.4,0.7,41.04,Average
5.78,89.3,86.0,1,3,48.3,<6,28.2,1,ICT,<30,Low,0.3,1.0,0.3,70.06,Good
7.15,66.7,32.6,1,1,37.3,>8,3.0,4,ICT,>60,Medium,0.8,0.4,0.7,52.01,Average
6.74,55.4,76.5,1,5,46.1,>8,22.6,1,ME,30-60,Low,0.8,0.7,0.3,66.8,Average
8.93,35.8,25.5,0,3,5.9,6-8,1.0,1,EE,<30,High,1.0,1.0,1.0,47.44,Average
6.27,71.9,20.6,0,3,12.4,<6,14.2,1,IT,30-60,Low,0.3,0.7,0.3,45.25,Average
8.01,47.0,22.6,2,1,49.0,6-8,24.9,2,EC,<30,Low,1.0,1.0,0.3,41.26,Average
3.24,89.3,70.5,1,0,34.6,<6,25.5,1,IT,>60,Low,0.3,0.4,0.3,48.82,Average
7.1,87.0,97.9,1,4,11.4,<6,14.0,2,CE,30-60,Low,0.3,0.7,0.3,71.26,Good
9.12,74.1,81.7,2,4,32.9,6-8,26.3,2,ME,30-60,Medium,1.0,0.7,0.7,76.12,Good
4.47,88.3,40.4,0,3,20.7,6-8,2.4,2,EC,30-60,Medium,1.0,0.7,0.7,59.75,Average
8.01,36.3,25.7,3,2,36.5,6-8,17.2,5,ICT,<30,Low,1.0,1.0,0.3,30.99,At Risk
7.52,46.8,69.3,0,4,44.3,<6,23.7,2,EE,30-60,Low,0.3,0.7,0.3,58.55,Average
1.54,45.2,20.3,1,0,45.8,>8,4.0,2,EC,<30,Low,0.8,1.0,0.3,19.26,At Risk
6.23,34.3,83.4,2,3,8.3,<6,25.2,1,EE,30-60,Low,0.3,0.7,0.3,35.91,At Risk
2.17,88.3,39.4,1,1,8.9,6-8,29.9,1,EE,<30,High,1.0,1.0,1.0,36.41,At Risk
9.71,33.6,43.9,0,0,13.0,<6,5.5,0,ME,<30,High,0.3,1.0,1.0,44.22,Average
8.3,81.4,47.5,1,2,19.2,6-8,29.5,0,CE,>60,Low,1.0,0.4,0.3,63.74,Average
1.99,76.1,81.1,1,5,29.1,6-8,7.1,0,EE,<30,Low,1.0,1.0,0.3,60.11,Average
2.1,52.6,41.3,3,2,45.6,6-8,2.5,1,CE,<30,Medium,1.0,1.0,0.7,34.3,At Risk
6.35,31.1,42.8,3,2,16.1,6-8,6.8,4,CE,30-60,High,1.0,0.7,1.0,28.85,At Risk
4.1,30.4,63.3,1,1,30.0,<6,19.1,3,ICT,30-60,Low,0.3,0.7,0.3,23.52,At Risk
1.31,42.2,57.0,1,0,32.6,>8,28.2,1,IT,30-60,Low,0.8,0.7,0.3,19.79,At Risk
5.87,59.6,96.4,2,2,45.4,6-8,14.3,0,ME,30-60,Medium,1.0,0.7,0.7,66.19,Average
4.49,57.5,41.1,1,2,48.8,6-8,11.4,2,ME,>60,Medium,1.0,0.4,0.7,49.21,Average
1.91,65.1,27.4,0,5,18.8,<6,9.6,2,ME,>60,Medium,0.3,0.4,0.7,37.56,At Risk
8.22,76.3,63.3,2,3,26.5,6-8,9.3,0,EC,30-60,Low,1.0,0.7,0.3,70.4,Good
9.24,52.6,34.8,1,1,31.1,>8,19.9,2,ME,30-60,Medium,0.8,0.7,0.7,50.65,Average
7.81,39.6,53.1,1,2,47.2,<6,0.3,0,ME,30-60,Low,0.3,0.7,0.3,54.16,Average
8.4,78.0,35.0,2,1,41.8,<6,25.5,3,EE,30-60,Medium,0.3,0.7,0.7,53.17,Average
2.95,50.0,90.5,1,2,35.1,<6,10.4,1,ME,30-60,Low,0.3,0.7,0.3,43.2,Average
3.37,47.2,46.2,0,4,26.2,6-8,24.6,1,IT,<30,Low,1.0,1.0,0.3,38.2,At Risk
2.88,75.9,82.0,0,4,47.6,<6,21.9,0,EE,30-60,Low,0.3,0.7,0.3,62.01,Average
7.89,86.0,95.9,1,0,13.4,>8,14.3,2,IT,30-60,High,0.8,0.7,1.0,69.34,Average
9.53,84.9,95.2,1,0,8.9,<6,18.8,2,ICT,>60,Medium,0.3,0.4,0.7,69.09,Average
7.45,38.2,62.0,1,5,11.7,>8,17.1,4,ICT,30-60,Low,0.8,0.7,0.3,45.3,Average
8.93,60.2,98.7,0,5,8.0,<6,19.9,3,IT,>60,Medium,0.3,0.4,0.7,70.36,Good
6.75,35.6,72.5,2,1,20.8,<6,26.4,1,ME,>60,High,0.3,0.4,1.0,37.7,At Risk
4.49,87.7,30.3,1,1,33.7,>8,20.5,1,EC,>60,Medium,0.8,0.4,0.7,51.01,Average
4.83,42.9,91.1,0,3,42.2,6-8,20.1,1,EE,>60,Low,1.0,0.4,0.3,57.41,Average
1.68,41.8,57.5,0,1,18.2,>8,13.0,2,CE,30-60,Medium,0.8,0.7,0.7,25.05,At Risk
1.28,83.3,32.2,0,0,10.9,6-8,11.2,2,IT,30-60,Medium,1.0,0.7,0.7,32.22,At Risk
7.26,88.1,83.3,0,3,44.6,>8,18.2,1,EE,<30,Low,0.8,1.0,0.3,80.74,Good
4.95,71.9,70.0,2,2,24.0,>8,0.0,1,ICT,<30,High,0.8,1.0,1.0,56.01,Average
5.97,37.3,90.6,2,0,27.9,>8,4.6,1,CE,<30,Medium,0.8,1.0,0.7,43.79,Average
6.02,59.2,86.2,0,2,14.4,6-8,10.7,1,EC,<30,Low,1.0,1.0,0.3,56.66,Average
3.5,79.0,45.6,2,0,6.7,<6,5.0,0,EE,<30,Low,0.3,1.0,0.3,32.85,At Risk
5.28,64.3,40.5,2,4,28.1,6-8,23.7,2,ICT,30-60,Low,1.0,0.7,0.3,46.33,Average
